MERGE	didn't	en:didn't	bare lemma tag, now namespaced
MERGE	disgust	en:disgust	bare lemma tag, now namespaced
MERGE	doesn't	en:doesn't	bare lemma tag, now namespaced
MERGE	done	en:done	bare lemma tag, now namespaced
MERGE	dos	es:dos	bare lemma tag, now namespaced
MERGE	drinkable	en:drinkable	bare lemma tag, now namespaced
MERGE	drinker	en:drinker	bare lemma tag, now namespaced
MERGE	drop	en:drop	bare lemma tag, now namespaced
MERGE	durante	es:durante	bare lemma tag, now namespaced
MERGE	duro	es:duro	bare lemma tag, now namespaced
MERGE	each	en:each	bare lemma tag, now namespaced
MERGE	edible	en:edible	bare lemma tag, now namespaced
MERGE	elevado	es:elevado	bare lemma tag, now namespaced
MERGE	ella	es:ella	bare lemma tag, now namespaced
MERGE	ellas	es:ellas	bare lemma tag, now namespaced
MERGE	ello	es:ello	bare lemma tag, now namespaced
MERGE	ellos	es:ellos	bare lemma tag, now namespaced
MERGE	embarrass	en:embarrass	bare lemma tag, now namespaced
MERGE	empower	en:empower	bare lemma tag, now namespaced
MERGE	enjoy	en:enjoy	bare lemma tag, now namespaced
MERGE	establecer	es:establecer	bare lemma tag, now namespaced
MERGE	ex	es:ex	bare lemma tag, now namespaced
MERGE	excelente	es:excelente	bare lemma tag, now namespaced
MERGE	exchange	en:exchange	bare lemma tag, now namespaced
MERGE	exigir	es:exigir	bare lemma tag, now namespaced
MERGE	expense	en:expense	bare lemma tag, now namespaced
MERGE	face	en:face	bare lemma tag, now namespaced
MERGE	fade	en:fade	bare lemma tag, now namespaced
MERGE	fail	en:fail	bare lemma tag, now namespaced
MERGE	familiar	en:familiar	bare lemma tag, now namespaced
MERGE	fewer	en:fewer	bare lemma tag, now namespaced
MERGE	fino	es:fino	bare lemma tag, now namespaced
MERGE	fire	en:fire	bare lemma tag, now namespaced
MERGE	first	en:first	bare lemma tag, now namespaced
MERGE	flip	en:flip	bare lemma tag, now namespaced
MERGE	formar	es:formar	bare lemma tag, now namespaced
MERGE	genial	es:genial	bare lemma tag, now namespaced
MERGE	given	en:given	bare lemma tag, now namespaced
MERGE	giver	en:giver	bare lemma tag, now namespaced
MERGE	gotta	en:gotta	bare lemma tag, now namespaced
MERGE	gran	es:gran	bare lemma tag, now namespaced
MERGE	had	en:had	bare lemma tag, now namespaced
MERGE	has	en:has	bare lemma tag, now namespaced
MERGE	hasta	es:hasta	bare lemma tag, now namespaced
MERGE	haven't	en:haven't	bare lemma tag, now namespaced
MERGE	hour	en:hour	bare lemma tag, now namespaced
MERGE	importar	es:importar	bare lemma tag, now namespaced
MERGE	include	en:include	bare lemma tag, now namespaced
MERGE	inquiry	en:inquiry	bare lemma tag, now namespaced
MERGE	insert	en:insert	bare lemma tag, now namespaced
MERGE	intend	en:intend	bare lemma tag, now namespaced
MERGE	intentar	es:intentar	bare lemma tag, now namespaced
MERGE	interfere	en:interfere	bare lemma tag, now namespaced
MERGE	involve	en:involve	bare lemma tag, now namespaced
MERGE	join	en:join	bare lemma tag, now namespaced
MERGE	kick	en:kick	bare lemma tag, now namespaced
MERGE	kill	en:kill	bare lemma tag, now namespaced
MERGE	knock	en:knock	bare lemma tag, now namespaced
MERGE	last	en:last	bare lemma tag, now namespaced
MERGE	latest	en:latest	bare lemma tag, now namespaced
MERGE	le	es:le	bare lemma tag, now namespaced
MERGE	les	es:les	bare lemma tag, now namespaced
MERGE	less	en:less	bare lemma tag, now namespaced
MERGE	listed	en:listed	bare lemma tag, now namespaced
MERGE	log	en:log	bare lemma tag, now namespaced
MERGE	maintain	en:maintain	bare lemma tag, now namespaced
MERGE	matter	en:matter	bare lemma tag, now namespaced
MERGE	me	es:me	bare lemma tag, now namespaced
MERGE	meal	en:meal	bare lemma tag, now namespaced
MERGE	midnight	en:midnight	bare lemma tag, now namespaced
MERGE	minute	en:minute	bare lemma tag, now namespaced
MERGE	move	en:move	bare lemma tag, now namespaced
MERGE	much	en:much	bare lemma tag, now namespaced
MERGE	multa	es:multa	bare lemma tag, now namespaced
MERGE	mustn't	en:mustn't	bare lemma tag, now namespaced
MERGE	name	en:name	bare lemma tag, now namespaced
MERGE	needa	en:needa	bare lemma tag, now namespaced
MERGE	neither	en:neither	bare lemma tag, now namespaced
